material,exp_label,rA,rB,rX,nA,nB,nX,chiA,chiB,chiX,rB_rX_ratio,rA_rX_ratio,delta_chi_AX,delta_chi_BX,delta_chi_AO,delta_chi_BO,chi_AX_ratio,chi_BX_ratio,log_rA_rB_ratio,HOMO_A,HOMO_B,HOMO_X,LUMO_A,LUMO_B,LUMO_X,EA_A,EA_B,EA_X,IP_A,IP_B,IP_X,rS_A,rS_B,rS_X,rP_A,rP_B,rP_X,rD_A,rD_B,rD_X,rA_rB_ratio,t_sisso,t,tau,t_jess,p_t_sisso
TlMnI3,0.0,169.89,82.83,219.49,1.0,2.0,-1.0,1.62,1.55,2.66,0.3772727272727272,0.7727272727272726,-1.04,-1.11,-1.82,-1.89,0.5714285714285714,0.5873015873015874,0.7169578292536637,-2.36925177,-4.411136790000002,-7.083940510000032,-2.3692518513323906,-0.936468712147378,0.2908709899851069,-0.1395649868243635,-1.152247272554489,-3.4344351648747526,5.166986943295928,7.312724883033412,11.131355946143175,109.74,40.830000000000005,90.24,154.46,205.42,107.49,59.04,137.51,41.190000000000005,2.0510684534588917,0.635021696992425,0.9107367425859447,4.505091630809936,0.8861222360295677,0.024899489323271583
CsNiBr3,0.0,188.28,69.57,195.56,1.0,2.0,-1.0,0.79,1.91,2.96,0.3520408163265306,0.9591836734693876,-2.17,-1.05,-2.65,-1.53,0.8188679245283019,0.6862745098039216,1.0023354582326898,-2.0859241200000014,-4.439555410000002,-7.858438990000018,-0.4792429764515966,-4.4395555624023935,0.0551102718918419,-0.5452966317296846,-1.3513871613897686,-3.6781509272527466,3.8635765556284616,7.898771670150475,12.554312316976,253.57,125.17,75.14,319.04,156.73999999999998,88.34,202.25,33.809999999999995,22.81,2.7063389391979302,0.5624785980282927,1.023711200479052,4.52929000273892,1.2214999305338725,0.008217410422694959
PbTiS3,0.0,149.22,60.28,184.4,2.0,4.0,-2.0,2.33,1.54,2.58,0.3288043478260869,0.8097826086956521,-0.25,-1.04,-1.11,-1.9,0.2252252252252252,0.5473684210526316,0.9013029409086636,-3.496077730000001,-4.219539480000003,-7.00838179000003,-3.4960778500144083,-4.219539624849625,0.8145175879610062,-0.8830451593257576,-0.3138992857783973,-2.847077729734469,6.576348032711487,7.119307230391988,11.769320157021456,103.96,154.67,74.72999999999999,140.49,206.03,84.92999999999999,56.76,51.94,273.21,2.475447909754479,0.4573661025874339,0.9641391146820698,4.521082429772481,0.3967135130578509,0.0016263554462759408
AgSnCl3,0.0,152.13,102.53,180.61,1.0,2.0,-1.0,1.93,1.96,3.16,0.6353591160220994,0.7071823204419889,-1.2300000000000002,-1.2000000000000002,-1.51,-1.48,0.8145695364238412,0.810810810810811,0.1070981355563671,-4.402160580000001,-3.6934392700000016,-8.594666479999974,-0.2462930884548233,-3.693439396789498,0.0197235606770763,-1.4755869046631138,-1.0130803347838755,-3.935229981089612,7.75596378025508,6.875250052003975,13.876021229339663,132.41000000000005,106.59,67.85000000000001,190.44,135.54,75.67,54.86,46.940000000000005,224.95,1.4837608504827855,-2.3912184327715176,0.8309786785530713,4.521888337949133,0.8348308975927213,6.136053053016453e-22
CeScS3,1.0,133.42,74.11,184.4,3.0,3.0,-2.0,1.12,1.36,2.58,0.404891304347826,0.7282608695652174,-1.46,-1.22,-2.32,-2.08,0.6293103448275862,0.5865384615384615,0.5870406745653975,-2.5303330600000007,-3.2357286599999986,-7.00838179000003,-2.5303331468620374,-3.235728771077069,0.8145175879610062,0.0869328039854952,0.2753302914535808,-2.847077729734469,5.700526061695872,6.884657007341072,11.769320157021456,204.28,165.06,74.72999999999999,257.54,217.74,84.92999999999999,118.68,58.09,273.21,1.8002968560248278,0.7124263046246941,0.8693406185247885,2.674137837278422,0.9327351576936398,0.07835204090839272
EuHfS3,1.0,143.72,70.83,184.4,2.0,4.0,-2.0,1.2,1.3,2.58,0.3858695652173912,0.7336956521739131,-1.38,-1.28,-2.24,-2.14,0.6160714285714285,0.5981308411214953,0.642594901397114,-2.76744646,-2.693665829999998,-7.00838179000003,-2.76744655500174,-2.693665922468976,0.8145175879610062,0.4802925635161391,0.1845735353332302,-2.847077729734469,6.002313428086848,6.50368793830198,11.769320157021456,31.35,153.65,74.72999999999999,267.74,213.77,84.92999999999999,114.02,89.50999999999999,273.21,2.029083721586898,0.6665506665668468,0.9090485502775227,4.338658798624706,0.9363149339702777,0.040006025409008654
SnNbS3,0.0,115.87,67.89,184.4,2.0,4.0,-2.0,1.96,1.6,2.58,0.3695652173913044,0.6249999999999999,-0.6200000000000001,-0.98,-1.48,-1.84,0.4189189189189189,0.5326086956521738,0.5254244231871432,-3.6934392700000016,-4.453728150000003,-7.00838179000003,-3.693439396789498,-4.45372830288892,0.8145175879610062,-1.0130803347838755,-1.1054994379504737,-2.847077729734469,6.875250052003975,7.135067946929306,11.769320157021456,106.59,158.34,74.72999999999999,135.54,209.16,84.92999999999999,46.940000000000005,77.56,273.21,1.7067314773898954,0.6647593653105407,0.8415850331963869,5.1014743631285295,0.6619416753105616,0.038950614612640024
RbMnI3,0.0,172.2,82.83,219.49,1.0,2.0,-1.0,0.82,1.55,2.66,0.3772727272727272,0.7818181818181817,-1.8400000000000003,-1.11,-2.62,-1.89,0.7022900763358779,0.5873015873015874,0.7286538690168551,-2.23129531,-4.411136790000002,-7.083940510000032,-0.6626547127478113,-0.936468712147378,0.2908709899851069,-0.5654554674099543,-1.152247272554489,-3.4344351648747526,4.153592876586776,7.312724883033412,11.131355946143175,231.42,40.830000000000005,90.24,324.0,205.42,107.49,240.1,137.51,41.190000000000005,2.078956899674031,0.6337722319947179,0.9161396956789991,4.4905092899684105,1.0955117961946523,0.024432686973764373
BaNaF3,0.0,161.04,102.87,133.15,2.0,1.0,-1.0,0.89,0.93,3.98,0.7669172932330827,1.2105263157894737,-3.09,-3.05,-2.55,-2.51,1.211764705882353,1.2151394422310755,0.456431551700192,-3.22934977,-2.7445312200000007,-11.111416699999976,-2.0224315294266337,-2.7445313142150973,1.136681619020348,0.1815487042226235,-0.7570217149871556,-4.336301480858267,5.363406047114364,5.147636303709317,19.391595983680425,219.67,175.88,40.44,266.14000000000004,260.21000000000004,37.4,131.01,845.6800000000001,143.19,1.5654709827938174,1.0686916023445283,0.881384069002037,4.2801501621543085,0.8789362521083769,0.9525634416506154
BaTiS3,0.0,161.04,60.28,184.4,2.0,4.0,-2.0,0.89,1.54,2.58,0.3288043478260869,0.875,-1.69,-1.04,-2.55,-1.9,0.6627450980392157,0.5473684210526316,0.9787609999476672,-3.22934977,-4.219539480000003,-7.00838179000003,-2.0224315294266337,-4.219539624849625,0.8145175879610062,0.1815487042226235,-0.3138992857783973,-2.847077729734469,5.363406047114364,7.119307230391988,11.769320157021456,219.67,154.67,74.72999999999999,266.14000000000004,206.03,84.92999999999999,131.01,51.94,273.21,2.671532846715328,0.4567674290254792,0.9982981109519039,4.49644907289227,1.2087236931623544,0.001611407936163012
CsNiCl3,0.0,188.28,69.57,180.61,1.0,2.0,-1.0,0.79,1.91,3.16,0.3812154696132596,1.0386740331491713,-2.37,-1.2500000000000002,-2.65,-1.53,0.8943396226415095,0.8169934640522877,1.0023354582326898,-2.0859241200000014,-4.439555410000002,-8.594666479999974,-0.4792429764515966,-4.4395555624023935,0.0197235606770763,-0.5452966317296846,-1.3513871613897686,-3.935229981089612,3.8635765556284616,7.898771670150475,13.876021229339663,253.57,125.17,67.85000000000001,319.04,156.73999999999998,75.67,202.25,33.809999999999995,224.95,2.7063389391979302,0.6923526415268968,1.0426304164020552,4.314398526527909,1.1413380084273181,0.05858429062857238
RbPbF3,1.0,172.2,118.46,133.15,1.0,2.0,-1.0,0.82,2.33,3.98,0.894736842105263,1.2932330827067668,-3.16,-1.65,-2.62,-1.11,1.2061068702290076,1.4864864864864862,0.3683709837019236,-2.23129531,-3.496077730000001,-11.111416699999976,-0.6626547127478113,-3.4960778500144083,1.136681619020348,-0.5654554674099543,-0.8830451593257576,-4.336301480858267,4.153592876586776,6.576348032711487,19.391595983680425,231.42,103.96,40.44,324.0,140.49,37.4,240.1,56.76,143.19,1.4536552422758737,0.7878584027976305,0.8581360022335942,4.009942714962359,0.6962752351224971,0.21511579577095463
